text,label
i have been highly critical of dennis covingtons book in this article i must admit that he did say something that has merit in this discussion when he noted in his closing chapters this feeling after god is a dangerous business,anger
i feel lonely few days before my birthday,sadness
i had envisioned and intended im just feeling unsure whether i got that vision and intention right,fear
i was feeling so low about myself,sadness
i feel really angry sometimes because for the love of god havent we been through enough,anger
i feel sorry for rafael bosch,sadness
i hope for is that those certain people can attend to more important things in their lives but still come back to blogging if they feel they missed blogging,sadness
i begin to feel unpleasant about anime fandom in general,sadness
i feel tender and disoriented,love
i am feeling miserable and sick but hoping that with the amount of sleep i am getting i havent had much choice i have had zero energy cold meds vitamins and lots of fluids i have high hopes to feel better tomorrow,sadness
im feeling cranky and horrible,anger
im more comfortable in a relationship because i wont feel as slutty being with one person having the same amount as i would if i were single or not,love
i feel troubled because of the ongoing relocation of our front door,sadness
im feeling a combination of terrified and relieved,fear
i really feel i was wronged as a patient,anger
i think we all feel very passionate about our favorite workout gear and i love seeing what other people love need have to have can t live without so i am hoping you will share your favorites in the comments,love
i always notice even though she is fabulous at hiding it according to the rest of the world and feel it keenly and am greatly distressed,fear
